timestamp_(min),feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
1939,38875200,7399431,68288,145737,277356,306895,7666411,1423,3269,26208,74483,3467946,134043,77830,5844524,20640,6481484,84,2892097,0,37,21,21147,19348,9633
1940,45474866,3014604,33119,84053,155127,300353,15132841,1670,10292,10844,26780,3235403,44686,44244,2383321,10268,12467417,4176,2760813,1,2217,1,18965,13649,4584
1941,61658392,322392,3225,25704,55096,57752,22180261,28,1493,4499,12467,2844182,23206,1450,325262,838,26199974,1655,3809851,0,1312,0,5338,2439,686
1942,41598540,3078688,54744,65869,265962,357608,12899801,5137,13960,27251,81879,3003253,224917,59947,4161252,15407,11848022,3028,3517389,0,1654,0,23127,19576,15233
1943,30347761,6683587,75116,53269,127651,527921,6222898,25077,38083,18466,52102,3405986,100416,68055,5896127,16814,8123374,446,3845218,0,1301,1,25317,19621,11632
1944,29724354,6461942,67296,88296,116492,388797,3719264,17176,38713,25323,46110,5063742,145967,78405,7497160,18063,8340726,1130,2779795,0,978,1,16492,17372,5960
1945,43109350,4399180,86308,155562,337551,525715,8509486,13307,35839,35051,87480,6047302,305032,84753,5597717,10645,10073938,3340,2473625,0,1790,3,22406,10567,10753
1946,26725971,2559042,96303,147423,305810,553203,9949660,13597,20078,17922,53776,3075497,95836,130459,5636775,28218,11744929,229,3003831,0,23,1,18846,9503,2951
1947,20701892,4461372,112201,94957,290581,331112,5890815,1748,5213,28064,58889,5656284,180110,115109,3755574,18302,8347258,1311,2959435,0,1364,0,22970,15723,4509
1948,60247060,1887586,66023,97295,181785,531102,7534874,6141,35290,9266,24797,3090793,27251,7791,471317,2767,25286391,3041,3978451,0,2686,0,10884,4755,1458
1949,70571937,327210,1597,28573,42891,207476,20577600,3638,5299,23435,56083,3476852,170897,38186,1001547,13759,19671770,972,2061508,0,917,2,15547,20862,10690
1950,28161357,2754851,87348,126165,486968,59216,23003413,34,1424,24310,64295,3540882,166111,137244,6474028,42571,7309953,2017,3299192,0,2098,0,19143,53564,21877
1951,40488585,5822259,80035,67424,169596,364628,10478118,1409,11262,30727,81896,3800849,250955,97959,4445996,26763,4922171,2427,7184149,1,15793,5,19614,38407,15959
1952,31814817,7007972,82422,92103,167558,324120,7727057,817,3630,16816,39377,3025106,58284,84539,6061308,16739,6515872,930,4242166,2,2454,1,12794,20254,11068
1953,26634068,5159502,111143,103487,363958,338760,5122840,2417,9480,21359,37618,3560720,53766,65899,5675763,10218,6008919,4928,3985942,0,16398,0,35243,16120,7226
1954,17697717,3548333,80782,47380,275418,375365,5261950,1973,6318,33432,74413,5100766,191428,81444,5347865,14826,6014968,404,4153033,0,2234,1,33968,15781,3377
1955,56606862,1599904,54035,79356,148925,326942,7170405,6899,13460,4577,12305,2841058,25773,68601,3181656,8033,13538882,250,2389026,0,51,0,32765,5646,1133
1956,68199639,454448,8734,48171,171101,160323,25856621,2652,4403,10582,48163,2653408,194329,3433,340487,1924,24675611,3149,1601082,0,18167,0,5652,1890,667
1957,38877165,5597466,139610,65841,428470,222279,19824836,1465,25528,18926,42559,3672523,77624,51540,926863,26533,13110078,10795,2019732,0,18524,0,6614,12336,4961
1958,15890632,3534903,130617,66927,325055,395267,6432240,1878,10627,19316,39737,3679944,59913,111312,6672179,27487,7202651,5052,2949501,0,4843,15,24756,37732,13139
1959,33103524,6851228,116677,110359,268702,350938,7621367,1690,4870,29104,82605,3484305,183793,84863,5624972,16819,6214319,2027,3362754,0,1847,2,19569,13743,7838
1960,28042713,5928194,80666,88391,175893,344026,6356813,2636,7391,16741,38322,3948826,64779,20547,759419,11585,1042145,2738,5252644,0,8842,1,31107,16644,8215
1961,30493106,6793484,75347,74357,134989,333041,5844272,1512,8491,23404,48708,3878566,105325,124453,6899966,15670,7479232,253,2957894,0,385,0,17560,4260,1258
1962,30810694,5085238,84382,162487,326246,443372,6048410,6032,15076,9390,16650,4130019,48070,61860,2997424,9431,12334344,2842,2890630,0,2959,0,23769,8759,1890
1963,54195809,1205716,26451,64403,111024,136013,20010540,2890,3448,10024,25852,2563782,33313,1657,332684,641,26712995,2003,4322435,0,5014,0,3742,913,457
1964,67206722,344493,3059,27979,55844,68369,24606688,150,1801,18523,69784,2788844,248516,18931,381497,8497,10966049,2613,3470881,0,2644,0,10889,11675,5388
1965,19243481,2061379,102446,85203,328503,397065,7245968,6185,13334,19543,43423,3580908,74196,87086,5058613,20063,5661416,1597,3371812,0,1698,1,27041,20850,7949
1966,31949181,7332092,90811,78696,169296,511965,8073392,11110,21105,12134,39302,3269835,90776,80244,6104305,13715,6419396,624,3031100,0,1968,0,17619,5258,1197
1967,35534206,6367303,80666,154727,381925,445494,7237412,4554,20986,15082,43988,2948645,99285,94177,5889364,14934,6308666,4007,3065914,1,5615,0,22736,15220,4309
1968,31200206,6655003,75841,70645,158563,430662,7654013,1893,4964,13886,35274,3112062,58902,72273,5254798,12654,5631271,1852,4696728,0,4291,0,12343,1553,713
1969,30873636,6365475,75904,79977,184188,263345,3930742,4433,12582,23267,62959,3492097,150634,60452,5521932,9890,5890390,712,3063046,0,193,0,14862,3726,1133
1970,63091930,1215193,25527,66373,91705,311431,18863673,4871,22091,3739,6354,3021443,10611,71945,4705890,11438,7023862,1205,3203429,0,1767,0,16384,11753,2181
1971,53799498,287787,3450,22167,50879,57533,22276290,48,1426,16226,48876,4612023,134827,15804,805123,1148,20519350,1675,3052955,0,2672,0,27236,9897,2176
1972,27314260,2937674,56277,88628,303551,298222,10588212,1732,9885,30813,102370,3595869,261246,3738,311048,2179,22211551,3112,2913167,0,3045,0,4226,427,589
1973,33186923,7151136,85912,70150,176974,348347,6967865,2056,5815,25170,58242,4279783,138309,76256,2202557,22327,5616227,1388,3246930,0,1572,2,13945,18690,8081
1974,35634340,7533357,69301,67807,113961,379145,6560699,2294,9521,15183,32592,3445900,55046,71260,7587259,10239,8021289,2765,3849171,0,12424,1,19214,15533,11088
1975,29910217,6510328,74613,90532,172852,310584,6927130,1533,4150,19416,69402,2721536,171101,83612,7355130,12909,8100329,2182,2198532,0,1298,4,20021,30077,13393
1976,19336078,3963601,77218,57185,241411,340333,7577632,1858,4154,15926,40944,3366175,80735,65171,5209205,16203,5595522,2661,5136570,0,8853,29,31509,25238,14286
1977,38388349,2186058,33516,128768,271157,328297,5361184,2439,14509,4304,11780,2702850,24029,52477,5141217,7248,5479748,790,2167483,0,1585,85,31480,17636,11592
1978,68661349,319844,1472,26918,39504,59864,20833574,45,1522,10825,39540,3263799,95508,19520,1405995,6444,19646702,460,2520298,0,282,1,12373,6303,2750
1979,41542764,3583965,58650,47218,175356,176884,18244162,560,3712,15242,32736,3491664,49825,10667,458392,4295,24430605,1626,2884154,1,2362,1,7467,3798,1437
1980,31961441,7163719,68115,66965,110012,386248,10535565,2435,11495,18871,53033,3259639,115378,75054,6162755,14663,7758862,2786,2831264,0,2314,7,19792,9185,6814
1981,29237945,6168625,103366,94781,230187,315863,7279166,1556,2639,23724,55059,3584457,208136,90216,6628569,15396,7376408,717,3297857,0,1785,56,33376,9597,10842
1982,26264378,5061024,95819,114934,381855,382748,6421410,2237,11592,11268,41589,3306910,102554,81930,4044001,19409,4500174,3542,3265838,0,2473,12,35290,30874,7100
1983,30323757,5974610,63416,99061,180863,317285,6604570,1380,4372,19359,59357,3011090,153287,79875,6264139,16383,6623319,246,2434202,0,62,102,46657,16397,12887
1984,27826242,6058973,69798,64099,132990,350435,6870147,1624,8423,14037,33544,2663375,55557,127642,5738993,24640,6736644,403,2456900,0,289,60,42054,9035,11371
1985,41278587,2240980,28207,69927,151281,324931,16146628,2961,23461,9936,32249,2666078,88060,12595,556572,6311,21230713,3182,1949701,2,5468,1,12085,5878,1738
1986,66618356,341703,3156,26832,57744,59466,22490931,31,1539,4747,14525,2551655,25938,9109,508099,5298,23067016,1037,3798607,0,2800,0,6386,3758,831
1987,41757542,4365056,66782,80730,268120,320523,11443660,1860,8255,20093,58809,3655567,109855,37272,935418,20622,1124344,2548,2569219,0,1724,14,33896,32874,6374
1988,18280256,2649967,45790,90468,253212,569386,7532381,4498,30081,14480,45434,3450639,101779,113845,7579362,20642,8719469,3617,2131992,0,5623,20,17209,37795,3647
1989,32219080,7114212,80778,67759,153659,438461,9294827,8475,11333,18814,41464,4856191,179067,110121,8220732,20873,9071489,938,4859586,6,1872,13,22225,32907,5897
1990,42433719,5295707,95232,103761,171858,487309,14078914,11195,17324,32372,91170,5786693,419872,155236,5485551,11417,16318422,2686,3135242,0,3225,32,36008,9703,7074
1991,32079652,2668283,127939,103725,300237,469160,7370475,4847,14280,23698,54592,5093203,157357,127859,6326375,23679,8360399,1687,2873577,0,675,20,28545,17537,5820
1992,25306768,5612767,68286,67607,152693,408241,13764022,10090,17311,5159,13419,3057480,29057,88162,1747746,28832,3056231,2186,2693086,0,1371,1,26634,6597,1723
1993,51101585,2064408,53617,110536,291315,164928,24881114,702,22566,27091,74040,2957926,242650,29413,1156162,3968,21302881,4034,3924709,5,3272,0,5345,220,467
1994,66992419,359277,3463,28345,60718,330262,15639971,3247,10210,19534,42868,3487777,63736,7161,463622,4502,25371913,2144,2381512,0,1320,10,19528,29639,7708
1995,31541376,2828282,105083,81829,350053,377326,7103065,1818,8538,29549,93696,3476662,199245,96950,6102380,22031,6918233,4729,2773930,0,2943,18,35759,13330,6084
1996,20933357,4640910,85193,115316,227571,410063,6581035,3518,11268,27864,52783,4002661,125019,79233,4875825,25707,5561102,1897,7869121,6,12891,11,31168,17932,17535
1997,34519312,7071229,118689,77997,269199,350024,4804844,3273,8687,21139,49549,3382797,86929,89031,2258129,38790,2432845,1636,4510033,2,7542,16,33467,19094,16477
1998,42038717,7874606,104443,186062,342366,466278,6094812,4105,10382,14531,44298,2576861,102222,62329,1973043,24291,2743289,1969,4901595,0,5851,70,36489,22729,12597
1999,34564681,6432450,116340,123633,303048,420997,7523360,3118,9010,32521,64239,4464525,162876,66026,1748925,34575,2321696,376,2923838,0,217,306,43493,16624,12667
2000,65838795,1449256,53021,69594,120250,385725,11921904,7911,17442,15062,37910,3313526,87223,97025,2094456,10046,17260434,3382,3140486,0,3796,0,26542,4472,1331
2001,68815141,386666,8956,37159,92624,116784,24515753,1184,2753,5152,14614,2712038,30215,7966,435104,3480,26180586,1729,3145034,2,2142,1,13970,4657,1718
2002,12868018,2412241,106988,80218,373915,202861,18598813,2113,9006,22495,63936,2581002,182635,53092,2778816,31791,9689229,3371,3670258,2,6233,213,53795,6404,1528
2003,35664729,6776589,110479,196590,464350,781286,8003392,4605,40293,19157,53085,3309342,104125,116898,6012212,27767,7153267,3579,3236780,0,8395,47,40360,7161,1405
2004,36191215,7498283,95185,114883,208557,707941,7201737,4055,22556,21374,43408,3386420,66857,79525,2633600,20902,3573230,2412,4253035,0,12835,59,32494,10041,2471
2005,23814482,5078911,61341,97078,182573,432346,5187837,2198,14220,25475,75449,2917763,228829,138640,4505392,32137,5456655,1676,3596236,0,1588,9,28970,17957,3257
2006,28404757,6615335,94728,132973,248461,323499,6258070,1976,5756,30454,54287,4438285,435174,78772,3150905,24466,3826887,4499,5257549,0,8718,2,32493,16380,3102
2007,33059556,5951429,116915,160258,319574,428798,12514740,9678,17030,25157,54240,5017977,153215,78688,6540190,24860,7406240,217,2849147,0,36,19,44070,13716,5291
2008,64077403,1035127,28585,89981,213904,58969,23494020,32,436,5499,14464,2906083,28189,45442,1438747,3494,22978133,1192,2979920,0,1498,0,12565,1063,566
2009,68358898,1488919,19949,69299,119686,255396,16320117,1626,26544,13431,50825,2812783,151764,4833,368906,3869,24862459,2609,3222468,0,1838,0,23686,9625,4941
2010,22206731,4266774,80505,112046,191837,339413,7518209,1619,6375,27025,69936,3336632,126994,103451,6698917,28290,7385298,489,3822264,0,1674,2,30210,24165,9724
2011,26513825,5906331,81641,100598,190058,460354,5972005,4917,13619,16581,53269,2940593,111027,172595,9903533,11996,10895412,1391,2731658,0,1656,7,37746,12761,8346
2012,31759506,6743773,87432,126069,201114,483662,5365181,4095,16378,17612,42788,3467262,70596,144221,6151054,17816,7194623,1354,4347050,7,3898,14,36664,31382,24159
2013,30441094,6585600,100635,101006,211074,356435,6078589,1814,7257,24842,66394,3961712,118707,148983,6500354,27115,7743629,2600,5096872,4,8866,10,16149,19006,48016
2014,28889443,5003752,130667,176346,500313,304961,6623148,1933,5329,11707,24254,3893826,57983,132594,3725049,31113,4681863,318,3061115,0,245,2,26433,10587,5679
2015,36148485,5962319,130017,168768,346914,308445,20668737,9132,14709,4103,8824,2267454,15883,67676,973970,14850,1409202,3052,3485668,0,3139,0,8387,1896,831
2016,71614301,652729,10098,47252,79632,47966,24633332,6,389,21995,72849,2405048,414587,40759,1507485,5088,21396548,2598,4033446,0,3485,14,10264,5743,7097
2017,53459700,751288,30964,69863,227902,407887,7924747,2559,26183,35777,95353,2293828,388510,7823,424745,3747,24955645,1939,3269619,0,1975,9,33668,34099,27255
2018,10722692,2008363,106975,65479,303555,472541,7594278,12964,19697,17873,57423,3133154,235059,134124,2101526,35916,4886366,520,3937420,0,1774,11,20686,47519,34071
2019,13001282,2605437,129474,104972,321198,352528,6758478,2038,5336,13905,41205,2948810,101757,133681,2189595,41022,2939687,2935,2930072,0,2903,5,16785,26997,20597
2020,11005074,1891932,84200,90055,264116,258006,5390104,1668,4802,19451,53821,4892304,185115,106083,2351185,32686,3237992,2587,5082978,0,9254,4,44531,22296,13102
2021,13341253,2841277,42356,74698,126070,424250,11312869,2810,3961,23298,57152,4160433,165624,121874,8452214,27808,9107465,41,2545887,0,14,3,49159,17838,18838
2022,28307056,4241195,72184,183525,281778,469272,9512087,5047,13454,9904,30651,3014857,59018,105014,6701191,21904,13678218,2377,2091317,0,1062,0,29100,12096,5386
2023,62284131,5048999,74864,89215,112123,65424,26909353,39,1448,32144,46773,4100183,107749,26016,1745350,8830,24520718,1266,2414546,0,1366,3,9701,3291,760
2024,72416356,395078,6864,35561,73557,261401,17663742,2537,15390,39681,120802,4790510,561150,46955,803944,12371,14608535,2355,3159047,0,1858,5,50015,31232,772
2025,7828997,1523652,43298,124827,290724,412829,7165694,3127,21150,7031,76025,1117845,430224,126454,8185828,25760,9448071,1478,3070921,0,1460,0,42136,20468,1180
2026,30638130,6670898,138610,113797,256786,389312,4736656,2543,10230,18413,94120,2419617,601617,105610,7274792,21763,7928406,1294,2594902,0,3480,3,32529,23419,9923
2027,18774403,3609627,121712,43662,214315,408428,5476169,3409,10202,40354,93449,3495503,208955,97197,7045548,13776,7664151,2363,3521865,0,7863,12,43032,11929,13567
2028,15642292,3897259,98364,55992,283314,344995,6339184,2022,7064,44213,73557,4840016,79091,116492,7408078,18250,9754544,2831,3324360,0,5095,9,37051,32283,7142
2029,16227425,2795350,130269,113846,402333,441045,5173689,5916,15590,5130,13330,3183876,25043,190249,7338004,19918,7992759,50,2920758,0,45,7,33477,23074,5468
2030,17422248,2346406,100782,169120,463908,146375,19065756,4828,15866,32073,76325,4071746,103445,81682,4088861,14949,13506857,3014,5135783,2,3010,0,5559,819,640
2031,71972570,374971,3884,34012,65851,150901,25003208,3025,12820,42387,104866,4270992,277815,1964,344645,974,27454468,2552,5756964,0,5918,0,23251,18544,5199
2032,52180516,1310151,51777,36610,155420,429971,5632982,6101,14321,31029,71197,4191690,358251,89304,4830480,19990,12213734,3845,3190996,0,7438,10,34302,24855,8722
2033,11947174,2358566,105892,46844,288103,579001,8992013,4416,8527,25584,81113,4265032,453350,87631,6344906,24954,6785597,2152,5083689,0,2846,2,18662,33524,18039
2034,10263720,2048322,111480,35675,325828,500917,11317388,10003,11973,39214,86985,7890526,344308,127020,7011791,34233,8043530,2010,4104113,0,2816,1,15416,26672,9857
2035,10393640,2077653,132756,100611,529999,619757,14922438,11747,18819,19012,47746,3282462,89783,118125,6132671,29445,9702708,2805,3333167,0,3102,2,31627,21270,13042
2036,53141730,4008414,121278,251283,412241,465543,2661163,8444,17029,21482,42024,4032320,112301,133463,4106384,13289,17207946,2212,3171911,0,784,0,31188,10742,2410
2037,21479329,3630569,126900,133550,381017,468696,9531987,14993,22864,4735,21354,2660557,79874,129063,7109914,35436,11418234,3722,3427795,0,2263,1,23824,7291,2634
2038,22160258,4559567,67013,68555,129959,53010,27952519,16,246,5150,13106,2949214,23417,91443,5148156,11022,14432527,1161,3652758,0,1833,0,5642,1034,533
2039,38290732,1499890,51216,109482,186625,386792,14229972,2463,6398,15001,59756,3103344,170393,9781,584161,1414,27426425,2282,4211596,26,2938,1,24892,38430,12893
2040,61025450,427451,10267,66973,175436,631425,5050678,4927,10792,31001,82908,2929139,215839,78135,3531158,22987,18340137,2032,5626434,0,12051,0,17740,32837,13035
2041,45729299,2218685,72439,80837,255990,480857,8648049,8049,13626,17471,35131,3476678,56367,98681,5561691,25313,12189888,1183,5648734,0,6065,3,25350,12661,13427
2042,52427624,8686979,151906,140861,291132,567933,5488144,22558,35055,28722,66341,2782757,145966,108037,6450979,22335,12666021,3166,3504574,0,2722,2,26013,7646,4894
2043,34633386,6972583,169225,109157,280033,631322,3738993,17042,25194,20556,48558,2890903,123525,86353,7211071,20878,7872049,2362,5375037,0,9086,6,32255,27564,15641
2044,30133844,5713428,75585,110825,224284,493691,6223385,20106,25099,18153,41755,4782226,106954,93941,7202132,23979,7725864,256,2927103,0,57,3,31710,29878,11136
2045,71212545,845424,11516,56391,78683,442074,14777623,17424,24679,5451,8987,3211774,10596,54979,3500496,10328,17020589,1718,2804998,0,1674,1,41121,10849,3536
2046,64010233,1594825,31388,128486,231936,58128,27593032,21,523,16353,54147,2946462,172780,4635,347682,1955,26347034,4059,3650512,0,4112,0,6928,845,843
2047,31446454,6537451,119312,109407,346685,315408,11211903,8176,13503,18004,69168,3482969,147704,62683,4996026,19145,12149542,998,3408199,0,1759,1,13541,7677,3762
2048,30902606,6925444,126990,101967,360736,342070,3020091,14202,23734,10533,54670,1127233,211657,112972,7136663,30615,7783255,2230,3389567,0,2384,6,23264,10593,5160
2049,51542574,7983670,124565,87496,358309,487207,5737760,12821,21741,17165,63050,3529752,162917,56867,1632394,13836,1813242,3285,3714695,0,17837,1,32063,6420,2520
2050,60066719,7319293,107499,70724,316975,472238,5756481,8964,14937,21948,98237,2100615,472338,74936,2734222,18146,4899218,1464,2598923,0,1216,0,34375,5954,2368
2051,54630513,4284596,87387,176119,487559,488237,4076501,12528,29914,31911,79408,3165990,369202,105845,5822173,26913,6355126,4305,2254449,11,7368,0,23812,2096,1018
2052,53572764,3252823,66830,107887,268393,429462,16038529,13298,20159,17611,40713,4499441,87016,104401,6074862,24592,7672725,389,3743730,0,2590,0,28694,4835,1204
2053,73080979,372901,3324,30581,59796,55250,26074668,17,512,7832,13382,2551972,29647,24153,1248986,3322,24188411,609,2647436,0,353,0,12420,1745,442
